220	-490.8		
220.01	-490.8		
220.02	-490.8		
220.03	-490.8		
220.04	-490.8		
220.05	-490.8		
220.06	-490.8		
220.07	-490.8		
220.08	-490.8		
220.09	-490.8		
220.1	-490.8		
220.11	-490.8		
220.12	-490.8		
220.13	-490.8		
220.14	-490.8		
220.15	-490.8		
220.16	-490.8		
220.17	-490.8		
220.18	-490.8		
220.19	-490.8		
220.2	-490.8		
220.21	-490.8		
220.22	-490.9		
220.23	-490.9		
220.24	-490.9		
220.25	-490.9		
220.26	-490.9		
220.27	-490.9		
220.28	-490.9		
220.29	-490.9		
220.3	-490.9		
220.31	-490.9		
220.32	-490.9		
220.33	-490.9		
220.34	-490.9		
220.35	-490.9		
220.36	-490.9		
220.37	-490.9		
220.38	-490.9		
220.39	-490.9		
220.4	-490.9		
220.41	-490.9		
220.42	-490.9		
220.43	-490.9		
220.44	-490.9		
220.45	-490.9		
220.46	-491		
220.47	-491		
220.48	-491		
220.49	-491		
220.5	-491		
220.51	-491		
220.52	-491		
220.53	-491		
220.54	-491		
220.55	-491		
220.56	-491		
220.57	-491		
220.58	-491		
220.59	-491		
220.6	-491		
220.61	-491		
220.62	-491		
220.63	-491		
220.64	-491		
220.65	-491		
220.66	-491		
220.67	-491		
220.68	-491		
220.69	-491.1		
220.7	-491.1		
220.71	-491.1		
220.72	-491.1		
220.73	-491.1		
220.74	-491.1		
220.75	-491.1		
220.76	-491.1		
220.77	-491.1		
220.78	-491.1		
220.79	-491.1		
220.8	-491.1		
220.81	-491.1		
220.82	-491.1		
220.83	-491.1		
220.84	-491.1		
220.85	-491.1		
220.86	-491.1		
220.87	-491.1		
220.88	-491.1		
220.89	-491.2		
220.9	-491.2		
220.91	-491.2		
220.92	-491.2		
220.93	-491.2		
220.94	-491.2		
220.95	-491.2		
220.96	-491.2		
220.97	-491.2		
220.98	-491.2		
220.99	-491.2		
221	-491.2		
221.01	-491.2		
221.02	-491.2		
221.03	-491.2		
221.04	-491.2		
221.05	-491.2		
221.06	-491.3		
221.07	-491.3		
221.08	-491.3		
221.09	-491.3		
221.1	-491.3		
221.11	-491.3		
221.12	-491.3		
221.13	-491.3		
221.14	-491.3		
221.15	-491.3		
221.16	-491.3		
221.17	-491.3		
221.18	-491.3		
221.19	-491.3		
221.2	-491.3		
221.21	-491.3		
221.22	-491.3		
221.23	-491.3		
221.24	-491.4		
221.25	-491.4		
221.26	-491.4		
221.27	-491.4		
221.28	-491.4		
221.29	-491.4		
221.3	-491.4		
221.31	-491.4		
221.32	-491.4		
221.33	-491.4		
221.34	-491.4		
221.35	-491.4		
221.36	-491.4		
221.37	-491.5		
221.38	-491.5		
221.39	-491.5		
221.4	-491.5		
221.41	-491.5		
221.42	-491.5		
221.43	-491.5		
221.44	-491.5		
221.45	-491.5		
221.46	-491.5		
221.47	-491.5		
221.48	-491.5		
221.49	-491.5		
221.5	-491.5		
221.51	-491.5		
221.52	-491.5		
221.53	-491.5		
221.54	-491.5		
221.55	-491.5		
221.56	-491.5		
221.57	-491.5		
221.58	-491.5		
221.59	-491.5		
221.6	-491.5		
221.61	-491.5		
221.62	-491.4		
221.63	-491.4		
221.64	-491.4		
221.65	-491.4		
221.66	-491.4		
221.67	-491.4		
221.68	-491.4		
221.69	-491.4		
221.7	-491.4		
221.71	-491.4		
221.72	-491.4		
221.73	-491.4		
221.74	-491.4		
221.75	-491.4		
221.76	-491.4		
221.77	-491.4		
221.78	-491.4		
221.79	-491.4		
221.8	-491.4		
221.81	-491.4		
221.82	-491.4		
221.83	-491.4		
221.84	-491.5		
221.85	-491.5		
221.86	-491.5		
221.87	-491.5		
221.88	-491.5		
221.89	-491.5		
221.9	-491.5		
221.91	-491.5		
221.92	-491.5		
221.93	-491.5		
221.94	-491.5		
221.95	-491.5		
221.96	-491.5		
221.97	-491.5		
221.98	-491.6		
221.99	-491.6		
222	-491.6		
222.01	-491.6		
222.02	-491.6		
222.03	-491.6		
222.04	-491.6		
222.05	-491.6		
222.06	-491.7		
222.07	-491.7		
222.08	-491.7		
222.09	-491.7		
222.1	-491.7		
222.11	-491.7		
222.12	-491.8		
222.13	-491.8		
222.14	-491.8		
222.15	-491.8		
222.16	-491.8		
222.17	-491.8		
222.18	-491.8		
222.19	-491.8		
222.2	-491.8		
222.21	-491.8		
222.22	-491.9		
222.23	-491.9		
222.24	-491.9		
222.25	-491.9		
222.26	-491.9		
222.27	-491.9		
222.28	-491.9		
222.29	-491.9		
222.3	-491.9		
222.31	-491.9		
222.32	-491.9		
222.33	-491.9		
222.34	-491.9		
222.35	-491.9		
222.36	-491.9		
222.37	-491.9		
222.38	-491.9		
222.39	-491.9		
222.4	-491.9		
222.41	-491.9		
222.42	-491.9		
222.43	-491.9		
222.44	-491.9		
222.45	-491.9		
222.46	-491.9		
222.47	-491.9		
222.48	-491.9		
222.49	-491.9		
222.5	-491.9		
222.51	-491.9		
222.52	-491.9		
222.53	-491.9		
222.54	-491.9		
222.55	-491.9		
222.56	-491.9		
222.57	-491.9		
222.58	-491.9		
222.59	-491.9		
222.6	-491.9		
