0	-183.72				
0.04779999999996	-183.72				
0.0955999999999	-183.72				
0.1433999999999	-183.72				
0.1911999999998	-183.72				
0.2389999999998	-183.72				
0.2867999999998	-183.72				
0.3346000000002	-183.72				
0.3824000000002	-183.72				
0.4302000000001	-183.54				
0.478	-183.54				
0.5258	-183.54				
0.5736	-183.54				
0.6214	-183.54				
0.6692	-183.54				
0.717	-183.54				
0.7648	-183.54				
0.8126	-183.54				
0.8603999999995	-183.54				
0.9082000000005	-183.54				
0.956	-183.54				
1.0038	-183.54				
1.0516	-183.54				
1.0994	-183.54				
1.1472	-183.54				
1.195	-183.54				
1.2428	-183.36				
1.2906	-183.36				
1.3384	-183.36				
1.3862	-183.36				
1.434	-183.36				
1.4818	-183.36				
1.5296	-183.36				
1.5774	-183.36				
1.6252	-183.36				
1.673	-183.36				
1.7208	-183.36				
1.7686	-183.36				
1.8164	-183.36				
1.8642	-183.36				
1.912	-183.36				
1.9598	-183.36				
2.0076	-183.36				
2.0554	-183.36				
2.1032	-183.36				
2.151	-183.36				
2.1988	-183.36				
2.2466	-183.36				
2.2944	-183.36				
2.3422	-183.36				
2.39	-183.36				
2.4378	-183.36				
2.4856	-183.36				
2.5334	-183.36				
2.5812	-183.36				
2.629	-183.36				
2.6768	-183.36				
2.7246	-183.36				
2.7724	-183.36				
2.8202	-183.36				
2.868	-183.36				
2.9158	-183.36				
2.9636	-183.36				
3.0114	-183.36				
3.0592	-183.36				
3.107	-183.36				
3.1548	-183.36				
3.2026	-183.36				
3.2504	-183.36				
3.2982	-183.36				
3.346	-183.36				
3.3938	-183.36				
3.4416	-183.36				
3.4894	-183.36				
3.5372	-183.18				
3.585	-183.18				
3.6328	-183.18				
3.6806	-183.18				
3.7284	-183.18				
3.7762	-183.18				
3.824	-183.18				
3.8718	-183.18				
3.9196	-183.18				
3.9674	-183.18				
4.0152	-183.18				
4.063	-183.18				
4.1108	-183.18				
4.1586	-183.18				
4.2064	-183.18				
4.2542	-183.18				
4.302	-183.18				
4.3498	-183.18				
4.3976	-183.18				
4.4454	-183.18				
4.4932	-183.18				
4.541	-183.18				
4.5888	-183.18				
4.6366	-183.18				
4.6844	-183				
4.7322	-183				
4.78	-183				
4.8278	-183				
4.8756	-183				
4.9234	-183				
4.9712	-183				
5.019	-183				
5.0668	-183				
5.1146	-183				
5.1624	-183				
5.2102	-183				
5.258	-183				
5.3058	-183				
5.3536	-183				
5.4014	-183				
5.4492	-183				
5.497	-183				
5.5448	-183				
5.5926	-183				
5.6404	-183				
5.6882	-183				
5.736	-183				
5.7838	-183				
5.8316	-183				
5.8794	-183				
5.9272	-183				
5.975	-183				
6.0228	-183				
6.0706	-183				
6.1184	-183				
6.1662	-183				
6.214	-183				
6.2618	-183				
6.3096	-183				
6.3574	-183				
6.4052	-183				
6.453	-183				
6.5008	-183				
6.5486	-183				
6.5964	-183				
6.6442	-183				
6.692	-183				
6.7398	-183				
6.7876	-183				
6.8354	-183				
6.8832	-183				
6.931	-183				
6.9788	-183				
7.0266	-183				
7.0744	-183				
7.1222	-183				
7.17	-183				
