43.5	-0.8
43.6	-0.9
43.7	-0.8
43.8	-0.8
43.9	-0.8
44.0	-0.8
44.1	-0.8
44.2	-0.9
44.3	-0.8
44.4	-0.8
44.5	-0.8
44.6	-0.8
44.7	-0.8
44.8	-0.8
44.9	-0.8
45.0	-0.8
45.1	-8.7
45.2	-153.9
45.3	-175.4
45.4	-187.7
45.5	-196.4
45.6	-203.3
45.7	-209.0
45.8	-213.1
45.9	-216.6
46.0	-220.9
46.1	-223.5
46.2	-225.8
46.3	-228.2
46.4	-230.3
46.5	-232.1
46.6	-233.8
46.7	-235.5
46.8	-236.9
46.9	-238.3
47.0	-239.5
47.1	-240.7
47.2	-241.9
47.3	-243.0
47.4	-244.1
47.5	-245.0
47.6	-245.8
47.7	-246.8
47.8	-247.6
47.9	-248.5
48.0	-249.4
48.1	-250.1
48.2	-250.9
48.3	-251.5
48.4	-252.3
48.5	-252.9
48.6	-253.4
48.7	-254.1
48.8	-255.1
48.9	-255.5
49.0	-256.1
49.1	-256.4
49.2	-257.1
49.3	-257.9
49.4	-258.3
49.5	-258.7
49.6	-259.3
49.7	-259.8
49.8	-260.2
49.9	-260.8
50.0	-261.1
50.1	-261.4
50.2	-261.8
50.3	-262.2
50.4	-262.5
50.5	-262.9
50.6	-263.3
50.7	-263.8
50.8	-264.1
50.9	-264.5
51.0	-264.6
51.1	-264.9
51.2	-265.4
51.3	-265.7
51.4	-266.0
51.5	-266.2
51.6	-266.6
51.7	-266.9
51.8	-267.2
51.9	-267.4
52.0	-267.7
52.1	-268.0
52.2	-268.3
52.3	-268.5
52.4	-268.7
52.5	-268.8
52.6	-269.1
52.7	-269.4
52.8	-270.0
52.9	-270.1
53.0	-270.3
53.1	-270.5
53.2	-270.7
53.3	-270.9
53.4	-271.0
53.5	-271.3
53.6	-271.5
53.7	-271.7
53.8	-271.9
53.9	-272.1
54.0	-272.4
54.1	-272.6
54.2	-272.8
54.3	-273.0
54.4	-273.2
54.5	-273.4
54.6	-273.5
54.7	-273.8
54.8	-274.0
54.9	-274.2
55.0	-274.3
55.1	-274.4
55.2	-274.7
55.3	-274.9
55.4	-275.0
55.5	-275.2
55.6	-275.4
55.7	-275.5
55.8	-275.7
55.9	-275.9
56.0	-276.0
56.1	-276.2
56.2	-276.3
56.3	-276.4
56.4	-276.7
56.5	-276.7
56.6	-277.0
56.7	-277.2
56.8	-277.2
56.9	-277.4
57.0	-277.6
57.1	-277.6
57.2	-277.8
57.3	-277.9
57.4	-278.2
57.5	-278.4
57.6	-278.4
57.7	-278.6
57.8	-278.8
57.9	-278.8
58.0	-279.0
58.1	-279.1
58.2	-279.2
58.3	-279.5
58.4	-279.5
58.5	-279.7
58.6	-279.9
58.7	-279.9
58.8	-280.0
58.9	-280.0
59.0	-280.3
59.1	-280.4
59.2	-280.6
59.3	-280.8
59.4	-280.8
59.5	-281.0
59.6	-281.1
59.7	-281.1
59.8	-281.3
59.9	-281.4
60.0	-281.6
60.1	-281.7
60.2	-281.8
60.3	-281.9
60.4	-281.9
60.5	-282.2
60.6	-282.2
60.7	-282.4
60.8	-282.4
60.9	-282.6
61.0	-282.8
61.1	-282.8
61.2	-282.9
61.3	-282.9
61.4	-283.1
61.5	-283.1
61.6	-283.3
61.7	-283.4
61.8	-283.5
61.9	-283.7
62.0	-283.7
62.1	-284.1
62.2	-284.2
62.3	-284.0
62.4	-284.0
62.5	-284.1
62.6	-284.0
62.7	-284.1
62.8	-285.2
62.9	-286.6
63.0	-285.6
63.1	-284.9
63.2	-284.3
63.3	-284.0
63.4	-283.8
63.5	-282.1
63.6	-282.6
63.7	-283.4
63.8	-285.2
63.9	-285.9
64.0	-284.9
64.1	-284.7
64.2	-284.8
64.3	-284.9
64.4	-284.9
64.5	-285.0
64.6	-285.3
64.7	-285.2
64.8	-285.3
64.9	-285.4
65.0	-285.4
65.1	-285.6
65.2	-285.7
65.3	-285.9
65.4	-286.0
65.5	-286.2
65.6	-286.3
65.7	-286.4
65.8	-286.4
65.9	-286.5
66.0	-286.5
66.1	-286.7
66.2	-286.8
66.3	-286.8
66.4	-286.8
66.5	-287.0
66.6	-286.6
66.7	-286.2
66.8	-287.0
66.9	-287.4
67.0	-287.4
67.1	-287.7
67.2	-287.8
67.3	-287.9
67.4	-288.3
67.5	-288.1
67.6	-288.2
67.7	-288.3
67.8	-288.5
67.9	-288.5
68.0	-288.7
68.1	-288.6
68.2	-288.8
68.3	-288.9
68.4	-289.1
68.5	-289.1
68.6	-289.1
68.7	-289.2
68.8	-289.1
68.9	-289.3
69.0	-289.4
69.1	-289.4
69.2	-289.4
69.3	-289.6
69.4	-289.7
69.5	-289.8
69.6	-289.9
69.7	-290.0
69.8	-290.1
69.9	-290.1
70.0	-290.2
70.1	-290.2
70.2	-290.4
70.3	-290.4
70.4	-290.5
70.5	-290.6
70.6	-290.9
70.7	-290.8
70.8	-290.7
70.9	-290.5
71.0	-290.8
71.1	-290.8
71.2	-290.9
71.3	-291.2
71.4	-291.3
71.5	-291.2
71.6	-291.1
71.7	-291.3
71.8	-291.3
71.9	-291.4
72.0	-291.4
72.1	-291.5
72.2	-291.7
72.3	-291.9
72.4	-291.8
72.5	-291.7
72.6	-291.8
72.7	-292.0
72.8	-292.3
72.9	-292.7
73.0	-293.2
73.1	-293.0
73.2	-292.8
73.3	-292.3
73.4	-292.7
73.5	-292.9
73.6	-292.7
73.7	-292.7
73.8	-292.7
73.9	-293.1
74.0	-293.1
74.1	-292.8
74.2	-292.7
74.3	-292.8
74.4	-293.1
74.5	-293.3
74.6	-293.2
74.7	-292.9
74.8	-293.4
74.9	-293.7
75.0	-293.2
75.1	-293.3
75.2	-293.8
75.3	-293.5
75.4	-293.5
75.5	-293.8
75.6	-293.4
75.7	-293.7
75.8	-294.2
75.9	-293.7
76.0	-293.9
76.1	-294.0
76.2	-294.0
76.3	-294.2
76.4	-294.2
76.5	-294.5
76.6	-294.4
76.7	-294.5
76.8	-294.6
76.9	-294.3
77.0	-294.6
77.1	-294.9
77.2	-295.0
77.3	-293.9
77.4	-293.9
77.5	-295.1
77.6	-294.7
77.7	-294.6
77.8	-294.9
77.9	-294.8
78.0	-295.0
78.1	-295.1
78.2	-295.0
78.3	-295.2
78.4	-295.4
78.5	-295.3
78.6	-295.3
78.7	-295.4
78.8	-295.5
78.9	-295.6
79.0	-295.5
79.1	-295.6
79.2	-295.7
79.3	-295.7
79.4	-295.8
79.5	-295.9
79.6	-295.9
79.7	-296.0
79.8	-296.1
79.9	-296.1
80.0	-296.5
80.1	-296.3
80.2	-296.4
80.3	-296.7
80.4	-296.4
80.5	-296.7
80.6	-296.6
80.7	-296.6
